CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
 808,5,0,0,3,4,1,5,2,3,3,5,4,3,1,5,3,4,7,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,220,12,0,1961,39,1,17,0, 1,6,17,0, 1,6,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 6, 6, 1,96, 1,5,0,1,1,1,0,0,4,50, 0, 0,1,29,41,2, 4,29,5,0,112,3,0,0,0,3, 0,  5, 5, 0,  2, 2,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,3,1,11, 8,0,0,1,5,1,4,9,0,0,0,9,4,0,5,1,5,1,1,3,1,1,3
 809,5,0,0,3,5,1,1,1,1,5,0,3,0,1,1,3,4,2,1,0,3,0,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,5, 20, 2,0,1973,27,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,48,0,10,0, 60,5,0, 40,5,1,1,5,48,0,10,0, 60,5,0, 40,1,0,0,0,5,0,0,0,5, 8, 8, 5,96, 5,1,5,0,0,0,1,1,1,50, 0, 0,1,37, 0,1, 1,37,5,0,133,3,0,0,0,3, 0, 23,23, 4,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,5,5,5,9,3,0,5,0,6,6,5,0,2,4,2,2,2,3,5,5
 810,5,0,0,3,4,3,1,5,3,5,0,3,0,1,5,1,2,1,1,0,1,2,1,1,0,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,250, 6,0,1932,68,2,13,0,96,4,99,0, 0,9,6,71,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,832,1,5, 15,5,5,5,5,36,0, 8,0,832,1,5, 15,5,0,0,0,5,0,0,0,1,96, 3,96, 3, 3,1,1,0,5,1,0,0,6,50, 0, 0,1,18,19,2, 2,18,5,0,133,3,0,0,0,3, 0, 58,58, 0, 44,44,1,1, 0,95,95,95,95,95,95,95,95,95, 15,1,3,1,11, 8,0,0,1,5,1,6,9,0,0,0,9,6,0,5,1,5,1,5,4,1,1,3
 811,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,2,5,1,1,0,3,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220,11,0,1942,58,1,12,1, 0,3,12,1, 0,3,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 3, 3, 1,96, 1,5,0,5,0,0,1,1,1,50, 0, 0,1,29,37,2, 2,37,5,0,133,1,0,0,0,1, 0, 35,35, 0, 35,35,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 2, 8,0,0,1,5,1,0,9,0,0,0,9,0,0,3,3,3,2,2,2,3,5,3
 812,1,1,0,1,4,1,5,2,5,1,5,2,5,5,0,4,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400,10,0,1957,43,1,15,0,96,4,12,1, 0,3,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,22,0, 5,0,995,1,5, 45,5,5,5,5,22,0, 5,0,995,1,5, 45,5,0,0,0,1,3,0,0,5,10,10, 5,96, 5,1,1,0,1,5,0,0,4,50, 0, 0,1,48, 0,1, 1,48,5,0,135,6,0,0,0,6, 0,  8, 8, 0,  8, 8,1,1, 1, 1,14,95,95,95,95,95,95,95, 18,0,0,0, 0, 0,0,0,1,5,1,3,9,0,0,0,9,3,0,3,1,1,1,1,2,1,5,1
 813,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 8,0,1956,44,1,13,0,96,4,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,35,0, 7,0,901,1,5, 55,5,3,5,5,35,0, 7,0,901,1,5, 55,3,0,0,0,5,0,0,0,5,10,10, 9,96, 9,1,5,0,0,0,5,1,3,40, 0, 0,1,62, 0,1, 1,62,1,6,162,2,0,0,0,2, 0, 22,22, 0, 10,10,1,1, 2, 2,12,16,95,95,95,95,95,95, 14,1,1,1, 7, 8,0,0,5,1,1,5,9,0,0,0,9,5,0,5,2,4,1,3,2,1,5,5
 814,1,1,0,1,4,1,1,1,3,5,0,3,0,1,3,1,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 7,0,1960,40,1,12,1, 0,3,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,27,0, 5,0,711,1,5, 32,1,5,5,5,27,0, 5,0,711,1,5, 32,5,0,0,0,5,0,0,0,5, 9, 9, 4,96, 4,5,0,1,1,1,0,0,4,40, 0, 0,1,62, 0,1, 1,62,1,6,161,3,0,0,0,3, 0,  8, 8, 0,  7, 7,1,1, 1, 1,14,95,95,95,95,95,95,95, 26,0,0,0, 0, 0,0,0,1,5,1,6,9,0,0,0,9,6,0,3,2,4,3,2,3,1,1,1
 815,1,1,0,1,4,8,0,8,0,5,0,3,0,5,0,1,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 4,0,1948,52,1,14,0,96,4,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,995,1,5, 50,1,5,5,5,18,0, 4,0,995,1,5, 50,5,0,0,0,5,0,0,0,5,12,12, 6,96, 6,1,1,0,1,5,0,0,4,50, 0, 0,1,29, 0,1, 1,29,5,0,153,3,0,0,0,3, 0,  2, 2, 0,  2, 2,1,1, 0,95,95,95,95,95,95,95,95,95, 30,1,3,5, 8, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,3,2,4,2,2,3,1,1,3
 816,1,1,0,1,3,1,5,2,3,5,0,3,0,5,0,4,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,1,230,10,0,1961,39,1,13,0,96,4,13,0,96,4,7,81,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,27,0, 5,0,612,1,5, 10,5,5,5,5,27,0, 5,0,612,1,5, 10,5,0,0,0,5,0,0,0,5, 8, 8, 2,96, 2,1,5,0,0,0,5,5,3,90, 0, 0,5,29, 0,1, 1,29,5,0,140,3,0,0,0,3, 0,  8, 8, 0,  8, 8,1,1, 2, 2,16,13,95,95,95,95,95,95, 25,1,1,1, 5, 8,0,0,5,5,5,1,9,0,0,0,9,1,0,3,2,4,2,4,3,1,5,3
 817,1,1,0,1,5,1,1,1,3,1,5,2,5,1,5,1,3,1,1,0,1,1,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,1,270, 7,0,1944,56,1,17,0, 2,7,17,0, 2,7,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5,99,99,99,96,99,1,1,0,1,1,0,0,4,50, 0, 0,5,90, 0,0, 0, 0,5,0,123,3,0,0,0,3, 0,  2, 2, 0,  2, 2,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,9,0, 0, 0,0,0,1,5,1,2,9,0,0,0,9,2,0,1,2,2,1,2,3,3,5,3
 818,5,0,0,3,3,1,5,2,3,3,5,4,1,1,1,5,5,1,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135, 9,0,1971,29,1,10,5, 0,2,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,48,0,10,0, 60,1,5, 40,5,5,1,5,48,0,10,0, 60,1,5, 40,5,0,0,0,5,0,0,0,5, 5, 5, 5,96, 5,1,5,0,0,0,1,8,1,50, 0, 0,1,29, 1,2, 2,95,5,0,140,2,0,0,0,2, 0,  7, 7, 0,  7, 7,7,1, 1, 1, 4,95,95,95,95,95,95,95, 25,0,0,0, 0, 0,0,0,5,1,1,0,9,0,0,0,9,0,0,5,3,1,1,5,3,3,1,3
 819,1,1,0,1,5,1,5,2,5,3,1,5,5,1,1,1,2,1,5,1,0,0,5,0,1, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149, 1,0,1955,45,3,14,0,96,4,99,0, 0,9,4,15,1,0, 0,0, 0,0,  0,0,0,0,996,0,0, 9,1995,71,0,14,0,932,1,1,1, 40,1,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 3,0, 2,0,441,1,5, 40,5,5,5,5,71,0,14,0,932,1,1, 40,5,1,0,0,5,0,0,0,5, 6, 6, 6,96, 6,5,0,5,0,0,1,5,1,10, 0, 0,1,87, 0,1, 1,87,5,0,141,2,0,0,0,2, 0,  9, 9, 0,  2, 2,1,1, 1, 1,17,95,95,95,95,95,95,95, 28,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 820,5,0,0,3,4,1,5,2,5,5,0,3,0,5,0,2,4,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 3,0,1960,40,3,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,33,0, 5,0,851,1,5, 40,5,1,5,5,33,0, 5,0,851,1,5, 40,1,0,0,0,5,0,0,0,5, 5, 5, 5,96, 5,5,0,5,0,0,1,1,1,50, 0, 0,1, 1, 0,1, 1, 1,5,0,199,3,0,0,0,3, 0,  9, 9, 0,  1, 1,5,1, 2, 1,17,14,95,95,95,95,95,95, 30,0,0,0, 0, 0,0,0,1,1,5,3,9,0,0,0,9,3,0,3,2,2,1,2,3,1,1,1
 821,1,1,0,1,4,1,1,1,3,3,5,4,5,5,0,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400,12,0,1974,26,5,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 7,0, 2,0,842,1,1, 60,1,3,5,5, 7,0, 2,0,842,1,1, 60,3,0,0,0,5,0,0,0,5,12,12, 5,96, 5,5,0,1,1,1,0,0,4,50, 0, 0,1,48, 0,1, 1,48,5,0,114,1,0,0,0,1, 0,  4, 4, 1,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 62,0,0,0, 0, 0,0,0,5,5,5,4,9,0,0,0,9,4,0,3,2,2,3,3,3,3,1,1
 822,5,0,0,3,5,1,1,1,3,1,1,1,3,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 6,0,1979,21,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,70,0,13,0,360,5,0, 25,3,5,5,1,70,0,13,0,360,5,0, 25,5,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,5,0,0,1,1,1,50, 0, 0,1,55, 0,1, 1,55,5,0,143,5,0,0,0,5, 0,  5, 5, 1,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,1,1,1,1,9,0,0,0,9,1,0,3,5,1,5,2,1,3,1,3
 823,5,0,0,3,2,1,5,2,5,1,5,2,5,1,3,2,4,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270, 1,0,1925,75,2,17,0, 3,7,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 8,1983, 1,0, 1,0,842,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 1,0, 1,0,842,1,1,996,0,5,5,0,5,0,0,0,1,96,99,96,99,99,5,0,1,1,5,0,0,4,50, 0, 0,1,29,18,2, 2,90,5,0,114,3,0,0,0,3, 0,  6, 6, 0,  3, 3,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,7,8, 8, 8,0,0,1,5,1,5,9,0,0,0,9,5,0,5,2,4,3,1,2,1,1,1
 824,5,0,0,3,4,1,1,1,3,5,0,3,0,1,3,3,4,1,1,0,4,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,269,11,0,1966,34,3,16,0, 1,6,99,0, 0,9,7,80,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,1, 9,0, 2,0,832,1,1, 45,1,3, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,1,1,1,0,0,4,50, 0, 0,1,60, 0,1, 1,60,5,0,112,3,0,0,0,3, 1,  0, 0, 1,  0, 0,5,1, 2, 2, 8, 6,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,5,1,5,4,9,0,0,0,9,4,0,5,3,4,2,1,3,3,1,3
 825,1,1,0,1,3,1,1,1,5,1,1,1,5,1,5,1,4,1,1,0,3,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135, 4,0,1956,44,3,12,1, 0,3,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,33,0, 5,0,842,1,1,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,33,0, 5,0,842,1,1,996,0,5,5,1,5,0,0,0,5, 4, 4, 2,96, 2,5,0,5,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,142,3,0,0,0,3, 0, 41,41, 0, 30,30,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 2, 7,0,0,5,5,1,7,9,0,0,0,9,7,0,3,4,3,1,2,3,1,1,1
 826,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,5,5,1,5,1,0,0,5,0,7,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20, 5,0,1981,19,5,11,5, 0,2,99,0, 0,9,3,40,4,1,54,0,10,0,995,1,5,5,996,5,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,54,0,10,0,995,1,5,996,0,5,5,1,5,0,0,0,5, 3, 3, 1,96, 1,5,0,5,0,0,1,5,1,10, 0, 0,1,87, 0,1, 1,87,5,0,142,3,0,0,0,3,96,995,96, 6,  0, 0,5,1, 2, 2, 3, 1,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,7,9,0,0,0,9,7,0,1,1,1,2,1,3,3,5,1
 827,1,1,0,1,4,1,1,1,1,5,0,3,0,1,5,3,3,1,1,0,1,2,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,8, 20, 1,0,1925,75,3, 7,5, 0,1,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,37,0, 8,0,731,5,0,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,37,0, 8,0,731,5,0,996,0,5,5,1,5,0,0,0,1,96, 2,96, 2, 2,5,0,5,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,144,1,0,0,0,1, 0,  4, 4, 0,  4, 4,1,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,1, 1, 8,0,0,5,1,5,4,9,0,0,0,9,4,0,3,1,5,1,2,3,1,1,1
 828,1,1,0,1,4,1,1,1,5,3,5,4,3,1,1,3,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 1,0,1961,39,1,17,0, 2,7,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,710,1,5, 60,1,5,5,5, 1,0, 1,0,710,1,5, 60,5,0,0,0,5,0,0,0,5,14,14,14,96,14,1,1,0,1,1,0,0,4,50, 0, 0,1,19, 0,1, 1,19,5,0,103,4,0,0,0,4, 0,  7, 7, 0,  7, 7,1,1, 2, 2, 6, 8,95,95,95,95,95,95,  5,1,1,5, 9, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,3,4,3,2,3,2,1,1,3
 829,1,1,0,1,4,5,0,3,0,5,0,3,0,1,1,3,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 4,0,1921,79,1,16,0, 1,6,16,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 1,1975,19,0, 4,0,342,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,19,0, 4,0,342,5,0,996,0,5,5,0,5,0,0,0,5,99,99,99,96,99,5,0,1,8,1,0,0,5,50, 0, 0,1,96, 0,1, 1,96,5,0,103,3,0,0,0,3, 0, 31,31, 0, 31,31,1,1, 0,95,95,95,95,95,95,95,95,95,  4,1,3,5, 1, 8,0,0,1,5,1,2,9,0,0,0,9,2,0,3,4,4,2,2,2,3,5,3
 830,5,0,0,3,2,1,5,2,5,1,5,2,5,5,0,3,4,2,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230, 1,0,1937,63,1,12,1, 0,3,16,0, 1,6,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5,99,99,99,96,99,1,1,0,1,1,0,0,4,50, 0, 0,1,29, 0,1, 1,29,5,0,114,3,0,0,0,3, 0, 35,35, 0, 35,35,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,1,1, 5, 8,0,0,1,5,5,0,9,0,0,0,9,0,0,5,3,3,2,3,3,3,5,3
 831,1,1,0,1,4,1,1,1,3,3,5,4,5,5,0,5,5,2,5,1,0,0,5,0,1,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150, 9,0,1960,40,1,17,0, 2,7,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 2,0, 1,0,392,1,5, 40,5,5,5,5, 2,0, 1,0,392,1,5, 40,5,0,0,0,5,0,0,0,5,12,12, 7,96, 7,1,1,0,5,1,0,0,6,50, 0, 0,5,60, 0,1, 1,60,5,0,103,3,0,0,0,3, 0, 39,39, 0, 39,39,1,1, 1, 1, 1,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 832,5,0,0,3,3,1,1,1,3,1,5,2,3,5,0,5,5,2,5,1,0,0,5,0,7,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,301, 4,0,1948,52,3,11,5, 0,2,99,0, 0,9,5,16,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1, 1,0, 1,0, 60,5,0,1, 25,1,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,25,0, 5,0,995,1,5, 25,5,5,5,5,25,0, 5,0,995,1,5, 25,5,1,0,1,5,0,0,0,1,96, 4,96, 4, 4,5,0,1,1,5,0,0,4,50, 0, 0,1,18, 0,1, 1,18,5,0,167,4,0,0,0,4, 6,  4, 4, 6,  4, 4,5,5,95,95,95,95,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 833,1,1,0,1,5,1,1,1,1,5,0,3,0,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 8,0,1962,38,3,14,0,96,4,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,62,0,11,0,641,1,5, 36,5,5,1,1,62,0,11,0,641,1,5, 36,5,0,0,0,5,0,0,0,5, 6, 6, 6,96, 6,1,5,0,0,0,1,5,1,50, 0, 0,1,29,18,2, 2,29,5,0,167,4,0,0,0,4,96,995,96, 0,  3, 3,1,1, 2, 2,16,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,1,6,9,0,0,0,9,6,0,1,4,3,2,2,2,1,1,1
 834,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,1,3,2,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135, 5,0,1924,76,2,10,1, 0,3,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 5,1994,52,0,10,0,151,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,52,0,10,0,151,1,5,996,0,5,5,0,5,0,0,0,1,96, 1,96, 1, 1,1,5,0,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,142,1,0,0,0,1, 0, 76,76, 0, 27,27,1,1, 2, 0, 2,13,95,95,95,95,95,95, 20,1,1,1, 2, 8,0,0,5,1,1,1,9,0,0,0,9,1,0,1,2,1,1,1,3,1,1,1
